"Model","File","OldName","NewName","Folder","Description","Candidate","Line"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Objectif annuel vac fi","Objectif annuel vac fi","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","382"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Objectif encaissement","Objectif encaissement","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","960"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Objectif vac fi à date","Objectif vac fi à date","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","851"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Parcelles","Parcelles","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3860"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Quitm_ca_calculé","Quitm_ca_calculé","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2701"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Quitm_CA_Operation_Annuel","Quitm_CA_Operation_Annuel","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2520"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Quittancement Commerces","Quittancement Commerces","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3694"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Quittancement Commerces YTD","Quittancement Commerces YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3700"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Quittancement m1","Quittancement m1","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3782"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Ratio contrôle","Ratio contrôle","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1272"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Réhabilitations Livrées","Réhabilitations Livrées","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1737"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Réservations PSLA :","Réservations PSLA :","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1729"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Salaire injectés","Salaire injectés","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1792"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Satisfaction globale","Satisfaction globale","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","954"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Satisfaction réclamation","Satisfaction réclamation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","957"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Soldem_ca_operation_+ yc PP_presents","Soldem_ca_operation_+ yc PP_presents","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1704"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Soldem_ca_operation_+_Absent","Soldem_ca_operation_+_Absent","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","647"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Soldem_ca_operation_+_LOC","Soldem_ca_operation_+_LOC","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","373"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Sorties 2024","Sorties 2024","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1757"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","T1","T1","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2914"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Taux - 20 jours réclamation 2024","Taux - 20 jours réclamation 2024","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1811"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Taux Paiement HPP M","Taux Paiement HPP M","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2232"
